recipe_id,recipe_name,recipe_author,recipe_prepare_time,recipe_cook_time,recipe_serving_size,recipe_dietary_info,recipe_ingredients_only,recipe_ingredients_raw,recipe_method,recipe_type,recipe_url
7628,Shashlik kebabs with sour cream dip and plum sauce,The Hairy Bikers,over 2 hours,10 to 30 mins,Serves 4-6,"['Egg-free', 'Nut-free', 'Pregnancy-friendly']","['vegetable oil', 'white wine', 'vinegar', 'onion', 'garlic', 'bay leaves', 'paprika', 'cloves', 'cinnamon', 'pork', 'dill', 'coriander', 'parsley', 'vinegar', 'sugar', 'plums', 'sugar', 'vinegar', 'chilli', 'chilli', 'coriander', 'dill', 'black pepper']","['1 tbsp olive or vegetable oil', '100ml/3Â½fl oz white wine ', '1 tbsp cider vinegar', '1 onion, sliced', '4 large garlic cloves, crushed', '3 bay leaves, crumbled', '1 tsp paprika', '4 cloves', 'Â¼ tsp cinnamon', '1kg/2lb 4oz pork, cubed', '200g/7oz sour cream', 'handful finely chopped dill', 'handful finely chopped coriander', 'handful finely chopped parsley', '1 tsp cider vinegar', 'pinch sugar', '300g/10Â½oz ripe plums, stoned and diced', '1 tbsp sugar', '1 tsp cider vinegar', '1 red chilli, seeds removed, chopped or 1 tsp ground chilli', '2 tbsp finely chopped coriander', '2 tbsp finely chopped dill', 'salt and freshly ground black pepper']","['Mix all the marinade ingredients together in a large bowl and add the pork. Make sure the pork is well covered, cover with clingfilm and transfer to the fridge. Leave to marinate for at least 3-4 hours or overnight.', 'Thread the meat onto 6 long metal skewers. Cook on a barbecue or very hot griddle pan for 5-6 minutes until cooked through. ', 'For the sour cream dip, mix all of the ingredients together in a bowl. ', 'For the plum sauce, cover the plums with water and simmer until the plums are soft. Strain, reserving 75ml/3fl oz of the cooking water,. Put the plums, reserved liquid, sugar, cider vinegar and chilli in a blender. Blend to form a smooth purÃ©e. ', 'Sieve the plums, season with salt and pepper. Add more vinegar if needed. Stir in the dill and coriander. ', 'Serve the kebabs alongside the two dips with a salad and flatbreads on the side. ']",Main course,www.bbc.co.uk/food/recipes/shashlik_kebabs_with_26187
7629,"Shaun Hill’s rabbit with mustard, crème fraîche and parma ham",Matt Tebbutt,less than 30 mins,30 mins to 1 hour,Serves 4,"['Egg-free', 'Gluten-free', 'Nut-free']","['olive oil', 'rabbit', 'onion', 'garlic', 'tomato purÃ©e', 'white wine', 'chicken stock', 'Dijon mustard', 'crÃ¨me fraÃ®che', 'butter', 'parsley', 'Parma ham', 'black pepper']","['2 tbsp olive oil', '1 whole rabbit, jointed', '1 onion, finely chopped', '2 garlic cloves, finely chopped', '1 tbsp tomato purÃ©e', '100ml/3Â½fl oz white wine', '500ml/18fl oz chicken stock', '2 tbsp Dijon mustard', '2 tbsp crÃ¨me fraÃ®che', '50g/1Â¾oz unsalted butter', '3 tbsp chopped parsley', '6 slices of Parma ham, cut into strips', 'salt and freshly ground black pepper']","['Heat the oil  in a casserole dish. Season the rabbit joints with salt and pepper and fry in the casserole dish until coloured all over. This will take 5-6 minutes. Remove the rabbit with a slotted spoon and set aside. ', 'Reduce the heat and add the onions and garlic to the casserole dish and fry until soft. This will take 2-3 minutes. ', 'Add the tomato purÃ©e, wine and stock, and add the rabbit back in. Simmer for 45 minutes, then stir in the mustard, crÃ¨me fraÃ®che and butter. ', 'Taste and season with salt and pepper and add the parsley and stir. ', 'Serve the rabbit in bowls and lay the slices of Parma ham in top and serve. ']",Main course,www.bbc.co.uk/food/recipes/shaun_hills_rabbit_with_15241
7630,Shawarma shrooms with green sauce,Dr Saliha Mahmood-Ahmed,less than 30 mins,less than 10 mins,Serves 4,"['Egg-free', 'Nut-free', 'Pregnancy-friendly', 'Vegetarian']","['mushrooms', 'seasoning', 'vegetable oil', 'red cabbage', 'salt', 'parsley', 'tahini', 'yoghurt', 'salt', 'tomatoes', 'cucumber', 'red onion', 'pomegranate', 'sumac']","['750g/1lb 10oz mushrooms, roughly chopped or torn', '2 tbsp shawarma seasoning', '4 tbsp vegetable oil', '4 wholemeal pittas or flatbreads, lightly toasted, to serve', '100g/3Â½oz Iranian cucumber pickles, drained and chopped, to serve (optional)', 'Â½ lemon, juice only', 'Â½ small red cabbage, thinly sliced', 'salt', '60g/2Â¼oz fresh flatleaf parsley', '3 heaped tbsp light tahini', '2 heaped tbsp full-fat Greek-style yoghurt', 'salt', '250g/9oz plum tomatoes, cut in half', '1 small cucumber, seeds removed and chopped', '1 small red onion, finely chopped', '100g/3Â½oz pomegranate seeds', '1 lemon, juice only', '1 tsp sumac']","['To make the mushrooms, put the mushrooms in a bowl and sprinkle over the shawarma seasoning. Drizzle over half of the oil and mix well so the seasoning coats all of the mushrooms. Set aside. ', 'To make the red cabbage, squeeze the lemon over the red cabbage, season with salt and set aside. ', 'To make the sauce, blend the parsley, tahini, yoghurt and a few tablespoons of boiling water in a blender to a smooth green purÃ©e. Season with salt and set aside.', 'Heat 1 tablespoon oil in a wok over a very high heat. When the oil is smoking, add the mushroom mixture and stir-fry for 3â\x80\x934 minutes until cooked through and deep golden brown. If the oil in the work isnâ\x80\x99t hot enough, the mushrooms will stew and not achieve the desired colour. ', 'Roughly tear the toasted pittas and divide between four plates. Top with the mushroom mixture, red cabbage and lashings of the green sauce.', 'If making the salad, mix the tomatoes, cucumber, red onion and pomegranate seeds in a salad bowl. Dress with the lemon juice and sumac. Serve with the shawarma shrooms and the pickles, if using. ']",Main course,www.bbc.co.uk/food/recipes/shawarma_shrooms_with_55936
7631,Sheek kavaab naan with malai tikka naanwich,Cyrus Todiwala,over 2 hours,30 mins to 1 hour,Serves 4,['Pregnancy-friendly'],"['lamb shoulder', 'coriander', 'mint', 'ginger', 'garlic', 'chilli', 'garam masala', 'cumin', 'coriander', 'chilli', 'turmeric', 'lime juice', 'salt', 'cardamom', 'mace', 'cashew', 'ground almonds', 'ginger', 'cloves', 'yoghurt', 'double cream', 'cheddar', 'lime juice', 'salt', 'vegetable oil', 'chicken breast', 'sugar', 'eggs', 'milk', 'baking powder', 'salt', 'plain flour', 'vegetable oil', 'butter', 'shallots', 'chilli', 'fresh coriander', 'mint', 'tomatoes', 'lime', 'vinegar', 'yoghurt', 'cucumber', 'mint', 'chilli powder', 'cumin', 'dill', 'milk', 'mango chutney', 'beetroot']","['500g/1lb 2oz lamb shoulder, sinews and gristle removed, roughly chopped', '20g/Â¾oz coriander leaves and stalks, roughly chopped ', '20g/Â¾oz mint leaves and stalks, roughly chopped ', '2.5cm/1in piece fresh root ginger, roughly chopped', '6-8 garlic cloves, roughly chopped', '1 large green chilli, roughly chopped', '1 tsp garam masala ', '1 tsp ground cumin', '1 tsp ground coriander', 'Â½ tsp chilli powder', 'Â½ tsp ground turmeric', '1 tsp lime juice', 'salt, to taste', '3-4 cardamom pods', '1 mace flower', '30g/1Â¼oz cashew nuts', '30g/1Â¼oz ground almonds', '5cm/2in fresh root ginger', '3-4 garlic cloves', '150g/5oz Greek-style yoghurt', '150ml/5fl oz double cream', '40g/1Â¾oz cheddar, grated', '1 tsp lime juice', '1 tsp salt', '2 tbsp vegetable oil', '500g/1lb boneless, skinless chicken breast, cut into small cubes', '35g/1Â¼oz sugar', '2 free-range eggs', '400ml/14fl oz whole milk', '1Â½ tsp baking powder', '1 tbsp salt', '750g/1lb 11oz plain flour', '50ml/2fl oz vegetable oil', '3 tbsp melted butter', '2 banana shallots, finely sliced', '1 green chilli, finely diced', '2 tbsp chopped fresh coriander', '2 tbsp chopped fresh mint', '2 plum tomatoes, roughly chopped', '1 lime, juice only', '1 tbsp cider vinegar', '200g/7oz Greek-style yoghurt ', '1 cucumber, seeds removed, finely diced', '3-4 mint leaves, finely shredded', 'Â½ tsp chilli powder', '1 tbsp lightly crushed, toasted cumin seeds ', '1 sprig dill, roughly chopped', '1-2 tbsp milk', 'mint and mango chutney', 'hot beetroot chutney']","['For the sheek kavaab naan, blend the lamb, coriander, mint, ginger, garlic and chilli together in a food processor.', 'Tip the mixture out into a bowl then stir in the powdered spices, salt and lime juice. Check for seasoning by frying a small amount of the mixture until cooked through.', 'Cover the mixture with cling film and chill in the fridge for 6-8 hours.', 'Meanwhile, for the malai murg tikka, squash the cardamom pods and the mace flower and roast in a frying pan over a low heat.', 'Place the remaining ingredients, except the chicken, in a blender and purÃ©e to a smooth paste. Place the chicken into a large dish and pour over the paste. Cover with cling film and marinade for 6-8 hours.', 'For the naan, preheat the oven to 225C/450F/Gas 8 and preheat and heavy baking tray.', 'Mix the sugar, eggs and milk together in a bowl, stir in the baking powder, salt and flour to form a dough. Knead briefly until smooth. Cover with the vegetable oil.', 'Cover the bowl with a damp tea towel and set aside to rest for 15 minutes. ', 'Divide the dough into 16 portions, then roll each piece into a 20cm/8in circle and brush with the melted butter.', 'Bake the bread for 4-5 minutes (you may need to do this in batches).', 'For the red onion salad, mix all the ingredients together in a bowl.', 'For the raita dressing, mix all the ingredients together in a bowl.', 'To cook the kebabs, preheat the grill to high. ', 'Take a 5cm/2in ball of the mince in one hand and a skewer in the other. Make the ball as smooth as possible by tossing it like a ball in your hand. Now press the ball at roughly the middle of the skewer and press around so that the mince is now covering all round that part of the skewer.', 'Now apply a little oil or water to the palm that you used for the mince and by gently pressing the meat, make it in the form of a sausage on the skewer - this does take a bit of practice and you may find that initially the mince is going to fall off the skewer.', 'However if you form a ring between your forefinger and the thumb and use the rest of the fingers to guide the mince you will be fine. The pressure has to be gently applied and the mince pushed upwards so that it thins itself out over the skewer. Ideally the size of the sausage should be around 2.5cm/1in or a bit less in diameter.', 'Rest the skewer on a small tray so that the ends of the skewer rest on the edges of the tray and the kebab is suspended in the middle. ', 'Repeat with the remaining mixture and skewers. Cook the kebabs for 3-4 minutes on each side, or until just cooked through.', 'Thread the chicken onto skewers and cook for 4-6 minutes, or until cooked through.', 'To serve, spread the chutneys over the naan, top with a little salad, then kebabs, then raita and roll the naan up tightly. Slice into 4-5 rounds and serve immediately.']",Main course,www.bbc.co.uk/food/recipes/sheek_kavaab_naan_with_82191
7632,Sheer khurma,Asma Khan,30 mins to 1 hour,10 to 30 mins,Serves 4,"['Egg-free', 'Pregnancy-friendly']","['almonds', 'pistachios', 'milk', 'butter', 'cloves', 'cardamom', 'sugar', 'cashews', 'coconut', 'raisins']","['8 almonds', '8 pistachios', '1.4 litres/2Â½ pints whole milk', '40g/1Â½oz ghee or unsalted butter', '2 cloves', '2 cardamom pods', '100g/3Â½ seviyan, or fine vermicelli (roasted)', '200g/7oz sugar', '1 tbsp cashews, split into halves', '1 tbsp fresh coconut slivers (optional) ', '1 tbsp raisins ']","['Soak the almonds and pistachios in cold water for an hour. Remove the skin from the nuts and slice into slivers.', 'Bring the milk to the boil in a saucepan over a medium heat. ', 'Meanwhile, heat half the ghee (or butter) in a saucepan with the cloves and cardamom pods. Fry the seviyan (or vermicelli) over a high heat for a few seconds. Tip the seviyan and spices into the milk. Stir in the sugar until it has dissolved. Remove from the heat.', 'Fry the nuts, coconut (if using) and raisins in the remaining ghee or butter for 30 seconds. Stir half into the seviyan, reserving half for decoration. Pour into bowls, decorate with the reserved nuts and serve immediately or refrigerate to serve cold later.']",recipe,www.bbc.co.uk/food/recipes/sheer_khurma_38734
7633,Shellfish stew,James Martin,less than 30 mins,10 to 30 mins,Serves 4,"['Dairy-free', 'Egg-free', 'Nut-free']","['onion', 'garlic', 'olive oil', 'fennel', 'fennel seeds', 'star anise', 'white wine', 'tomatoes', 'crabmeat', 'lobster', 'pollock', 'mackerel', 'prawns', 'mussels', 'mussels', 'black pepper', 'basil', 'bread']","['1 onion, roughly chopped', '6 garlic cloves, crushed', '125ml/4fl oz extra virgin olive oil', '1 head fennel, roughly chopped', '1 tsp fennel seeds', '4 star anise', '300ml/10fl oz white wine', '2 x 400g tins tomatoes', '200g/7oz brown crabmeat, purÃ©ed in a food processor until very smooth', '1 small sourdough loaf, cut into small cubes', '1 x 750g/1lb10z cooked small lobster, meat extracted and cut into pieces', '3 x 75g/2Â¾oz pollock fillets, skin left on', '1 x 350g/12oz whole mackerel, cut into large chunks', '12 raw tiger prawns, shells left on', '1kg/2lb 4oz mussels, scrubbed and de-bearded (discard any mussels that do not close tightly when tapped)', 'freshly ground black pepper', 'basil, to garnish', 'crusty bread, to serve']","['Preheat the oven to its highest setting. ', 'Place the onion, garlic, 75ml/2Â½fl oz of the olive oil, the fennel, fennel seeds, star anise and half of the white wine into a large ovenproof casserole. Stir well then cook in the oven for 5-6 minutes, or until the vegetables have just softened.', 'Stir the tomatoes and crabmeat into the casserole and return to the oven for a further 4-5 minutes.', 'Meanwhile, scatter the cubes of bread into a roasting tray and drizzle with the remaining oil, mixing well to coat the bread. ', 'Remove the casserole from the oven and add the croutons, toasting for 2-3 minutes until just browned.', 'Stir the lobster meat, pollock, mackerel, prawns and mussels into the casserole and season well with pepper. Remove the croutons and return the casserole to the oven for a further 8-10 minutes, or until the fish is cooked through (discard any mussels that remain closed). ', 'To serve, sprinkle the croutons over the shellfish stew, garnish with the basil, then serve at the table with crusty bread.']",Main course,www.bbc.co.uk/food/recipes/shellfish_stew_53179
7634,Shepherd’s pie with mint salsa verde,Paul Ainsworth,less than 30 mins,over 2 hours,Serves 8,"['Egg-free', 'Nut-free']","['lamb', 'onion', 'celery', 'carrots', 'garlic', 'rosemary', 'thyme', 'lamb stock', 'vegetable oil', 'bacon', 'tomato purÃ©e', 'red wine', 'chopped tomatoes', 'beef tomatoes', 'potatoes', 'double cream', 'garlic', 'rosemary', 'thyme', 'olive oil', 'butter', 'milk', 'cheddar', 'Parmesan', 'shallots', 'anchovies', 'lemon', 'white wine vinegar', 'mint', 'parsley', 'olive oil', 'black pepper']","['1 lamb shoulder, boneless and rolled (roughly 1.25kg/2lb 12oz)', '1 large onion, roughly chopped', '3 large celery sticks, roughly chopped', '3 large carrots, roughly chopped', 'Â¼ head garlic, split open', 'Â¼ bunch fresh rosemary ', 'Â¼ bunch fresh thyme ', '1 litre/1Â¾ pints lamb stock ', '1 tsp vegetable oil', '250g/9oz smoked streaky bacon, chopped', 'Â½ tbsp tomato purÃ©e', '370ml/13fl oz red wine', '1.25kg/2lb 12oz chopped tomatoes', '3 large beef tomatoes ', '2kg/4lb 8oz potatoes, peeled and cut into chunks', '300g/10Â½oz double cream ', '1 tsp Djon mustard', 'Â½Â¼ head of garlic ', 'Â¼ bunch rosemary ', 'Â½Â¼ bunch thyme ', '50ml/2fl oz extra virgin olive oil ', '200g/7oz butter, chilled and cubed', 'splash milk', '70g/2Â½oz cheddar, grated', '70g/2Â½oz Parmesan, grated', 'salt', '2 large shallots, peeled and finely chopped', '75g/2Â¾oz anchovies in oil, finely chopped', 'Â½ lemon ', '1 tbsp white wine vinegar ', 'Â½ bunch fresh mint, finely chopped', 'Â½ bunch fresh flatleaf parsley, finely chopped', '100ml/3Â½fl oz extra virgin olive oil', 'salt and freshly ground black pepper']","['Preheat the oven to 110C/90C Fan/Gas Â¼. ', 'Sear the lamb in a hot frying pan until golden on all sides. Transfer to a roasting tin and add in a quarter of the onion, a quarter of the celery and a quarter of the carrot. Tuck in the garlic, rosemary and thyme. Cover with the stock, wrap tightly in kitchen foil and cook for about 5 hours, or until tender and soft. ', 'Heat the oil in a large heavy-based saucepan over a high heat. Fry the bacon for a few minutes until cooked and then turn the heat down to medium. Add the remaining onion, cook for a few minutes and then add the remaining celery and carrot. Cook for 2 minutes then add the tomato purÃ©e. Cook for 3 minutes, stirring continuously. Gradually pour in the red wine, stirring, and cook until reduced down. Add in the chopped tomatoes and cook until reduced by half.', 'Take the lamb shoulder out of the cooking liquid and set aside. Pass the cooking liquid through a strainer and pour into the tomato mixture in the saucepan. Cook until reduced by half and the sauce is thick. Finely chop the lamb and stir into the tomato mixture in the saucepan. ', 'Bring a saucepan of water to the boil. Cut the core out of the beef tomatoes and cut a cross in the bottom. Plunge into the boiling water for 10 seconds and then into iced water. Remove the skin from the tomatoes, remove the seeds and roughly chop. Stir into the lamb mixture. ', 'To make the mashed potato, put the potatoes in a saucepan of salted boiling water. Bring to boil and simmer for 15â\x80\x9320 minutes, or until tender. Meanwhile, place the cream, mustard, garlic, rosemary, thyme and olive oil in a saucepan and cook until reduced by half. Strain through a fine sieve or chinois and set aside. ', 'Preheat the oven to 200C/180CÂ\xa0Fan/Gas 6. Drain the potatoes well and place on two baking trays. Cook in the oven for 10 minutes to dry off completely. Remove from oven and leave to cool slightly. Leave the oven on. ', 'Put the potatoes in a large bowl and add the butter, milk and cream mixture. Mash thoroughly until smooth.  ', 'Transfer the lamb mixture to a large baking dish and spoon the mash on top. Rough up the edges and top with a fork to create spikes. Bake for 10â\x80\x9315 minutes until bubbling and the mash is starting to colour. Sprinkle over the cheeses and return to the oven for a further 15â\x80\x9320 minutes, or until the cheese is crispy on top. ', 'For the mint salsa verde, place the shallots, anchovies, lemon zest, lemon juice and vinegar in a bowl. Mix well and add the herbs. Mix again and add the oil. Season with salt and pepper. ', 'Serve the shepherdâ\x80\x99s pie on warmed plates with spoonfuls of the mint salsa verde alongside. ']",Main course,www.bbc.co.uk/food/recipes/lamb_shoulder_shepherds_18462
7635,Sherbet dipper,Kitty Hope and Mark Greenwood,less than 30 mins,10 to 30 mins,Makes 4 lollies and sherbet,"['Dairy-free', 'Egg-free', 'Gluten-free', 'Nut-free', 'Pregnancy-friendly', 'Vegetarian']","['vegetable oil', 'sugar', 'lemon', 'glucose', 'lemon', 'caster sugar']","['vegetable oil, for greasing', '150g/5Â½oz granulated sugar', 'Â½ lemon, juice only', '1 tbsp liquid glucose', '4 lolly sticks', '1 lemon', '100g/3Â½oz caster sugar', '1 tsp powdered citric acid (from the chemist)']","['To make the lollies, draw four 6cm/2Â½in circles on a piece of baking parchment. Lightly grease the circles with vegetable oil.', 'Put the sugar, lemon juice, liquid glucose and a tablespoon of boiling water in a small heavy-based pan and heat gently to dissolve the sugar. Add a sugar thermometer and increase the heat until the syrup is simmering steadily. Watch the temperature carefully and cook until it reaches 150C/300F (the â\x80\x98hard crackâ\x80\x99 stage). (CAUTION: boiling sugar is extremely hot. Handle very carefully. Use a deep pan to avoid boiling over.)', 'Quickly dip the base of the pan into cold water to stop it cooking any further. ', 'Take a teaspoon and carefully spoon some of the syrup into each circle on the parchment. Push in the sticks and spoon some more syrup onto each lolly. Set aside to cool. ', 'While the lollies are setting make the sherbet. Preheat the oven to 150C/300F/Gas 2. Use a vegetable peeler to pare the yellow peel from the lemon, leaving as much white pith as possible on the fruit. Put the peelings on a baking sheet and bake for 15â\x80\x9320 minutes in the preheated oven until dried out and golden-brown. Allow to cool.', 'Blend the lemon peel in a blender, or use a knife, until finely chopped. Add the caster sugar and citric acid and blend again briefly to combine.', 'Eat the lollies with the sherbet.']",Other,www.bbc.co.uk/food/recipes/sherbet_dipper_22751
7636,Sherry steak with mash,José Pizarro,less than 30 mins,10 to 30 mins,Serves 4,"['Dairy-free', 'Egg-free', 'Gluten-free']","['King Edward', 'garlic', 'black pepper', 'olive oil', 'black pepper', 'olive oil', 'garlic', 'rosemary', 'peppers', 'sherry', 'parsley', 'mint', 'lettuce', 'lettuce', 'almonds', 'paprika']","['1 kg/2lb 2oz potatoes, such as King Edward or Maris Piper, peeled, cut into equal-sized pieces', '2 garlic cloves, peeled', '2 bay leaves', 'salt and freshly ground black pepper', '75-110ml/3-4fl oz extra virgin olive oil', '4 x 200g/7oz slices fillet steak, sliced into 1cm/Â½in wide strips', 'salt and freshly ground black pepper ', '2 tbsp extra virgin olive oil, plus extra for drizzling', '1 garlic clove, peeled, finely diced', '1 fresh rosemary sprig', '1 x 225g/8oz jar piquillo peppers, drained, sliced', '6 tbsp dry oloroso sherry', '4 fresh flatleaf parsley sprigs, leaves only, chopped', '4 fresh mint sprigs, chopped', '2 heads crisp lettuce, such as Romaine lettuce, leaves separated, sliced', '25g/1oz flaked toasted almonds', '1 pinch hot smoked paprika']","['For the olive oil mash, place the potatoes into a large saucepan and just cover with cold water. Add a pinch of salt, the garlic, bay leaves and two tablespoons of the olive oil, then bring the water to the boil. Reduce the heat until the liquid is simmering, then continue to simmer for 10-15 minutes, or until the potatoes are tender. Drain well.', 'Return the drained potatoes to the pan, then place the pan over the residual heat for a few seconds to drive off any excess moisture.', 'Mash the potatoes until smooth using a potato masher or ricer. Stir in the olive oil until well combined, then season, to taste, with salt and freshly ground black pepper.', 'Meanwhile, for the beef, season the strips of beef, to taste, with salt and freshly ground black pepper. ', 'Heat the oil in a non-stick frying pan or wok over a high heat until it is almost smoking. Add the garlic, beef strips and rosemary and stir-fry for 1-2 minutes, or until the beef has browned.', 'Add the piquillo pepper slices and continue to stir-fry for a further minute, then pour in the sherry and boil for 2-3 minutes, or until most of the liquid has evaporated.', 'Remove the pan or wok from the heat, then stir in the chopped parsley and mint leaves. ', 'To serve, divide the sliced lettuce leaves equally among four serving plates. Spoon over the beef, vegetables and cooking juices. Drizzle over a little more extra virgin olive oil and sprinkle over the flaked almonds and smoked paprika. Spoon the olive oil mash alongside.']",Main course,www.bbc.co.uk/food/recipes/beefslicescookedwith_92904
7637,Sherry trifle,Antony Worrall Thompson,30 mins to 1 hour,no cooking required,Serves 6-8,['Vegetarian'],"['sponge fingers', 'sweet sherry', 'cognac', 'raspberry jam', 'blackberries', 'raspberries', 'flaked almonds', 'custard', 'sherry', 'brandy', 'lemon', 'caster sugar', 'double cream', 'nutmeg', 'oranges', 'flaked almonds']","['1 packet trifle sponge fingers, broken into 5cm/2in pieces', '150g/5oz amaretti biscuits or ratafias', '150ml/5fl oz sweet sherry', '1 tbsp cognac', '4 tbsp blackberry or raspberry jam', '450g/1 lb fresh blackberries', '450g/1 lb fresh raspberries', '85g/3oz toasted flaked almonds', '600ml/1 pint ready-made custard', '125ml/4fl oz sherry', '2 tbsp brandy', '1 lemon, juice only', '55g/2oz caster sugar', '425ml/15fl oz double cream', 'freshly grated nutmeg', '2 oranges, grated zest only', '85g/3oz flaked almonds']","['Lay the sponge pieces and biscuits in the base of a deep glass dish. Spoon over the sherry and cognac and leave to soak in for a few minutes.', 'Warm the jam in a bowl in the microwave or in a saucepan until it is runny then pour over the soaked sponge and biscuits. Sprinkle the fruit and flaked almonds on top. Pour over the custard.', ""To make the syllabub topping, place the sherry, brandy and lemon juice into a bowl and stir in the sugar until it dissolves. Pour in the cream with a pinch of nutmeg. Whisk until it holds its shape. Don't over-whisk, or whisk too vigorously, as the cream may split. Spoon the syllabub over the trifle and refigerate, preferably overnight."", 'Just before serving, scatter with the grated orange rind and/or flaked toasted almonds.']",Desserts,www.bbc.co.uk/food/recipes/sherrytrifle_76387
7638,"Shin of beef with ginger, carrot and cabbage",Tom Kerridge,overnight,over 2 hours,Serves 6,"['Egg-free', 'Gluten-free']","['shin', 'red wine', 'vegetable oil', 'onion', 'carrot', 'celery', 'ginger', 'beef stock', 'bay leaves', 'white peppercorns', 'thyme', 'sea salt', 'carrots', 'butter', 'sugar', 'salt', 'star anise', 'butter', 'savoy cabbage', 'caraway seeds']","['6 x 225g/8oz pieces beef shin', '750ml/1pint 6fl oz red wine', 'vegetable oil, for frying', '200g/7oz onion, roughly chopped', '150g/5oz carrot, roughly chopped', '150g/5oz celery, roughly chopped', '75g/3oz fresh ginger, grated with skin on', '1Â½ litres/2Â½ pints veal or beef stock', '5 bay leaves ', '1 clove', '1 tbsp white peppercorns', '1 bunch thyme', '3 tsp sea salt', '5 carrots', '125g/4Â½ oz butter', '75g/3oz sugar', '1Â½ tsp salt', '4 star anise (wrapped in muslin cloth)', 'knob of butter', '1 savoy cabbage, cut into large strips', '2 tbsp toasted caraway seeds']","['Place the beef shins into a large bowl with the red wine, cover and leave to marinate in the fridge for 24-48 hours. ', 'Strain the shins through a sieve, reserving the wine, then pat the shins dry.', 'Preheat the oven to 170C/325F/Gas 3.', 'Bring the red wine to the boil in a saucepan and skim off the scum that comes to the top.  ', 'Heat a large casserole until medium hot, add a little vegetable oil and the onion, carrot, celery and ginger and cook until browned.  ', 'In a separate frying pan, fry the shins in a little oil until browned very well.  ', 'When the shins have browned, drain them into a colander to get rid of any excess cooking fat.  ', 'Place the shin on the top of the vegetables in the casserole, cover with the skimmed red wine and veal stock.  ', 'Add the bay leaves, clove, white peppercorns, thyme and salt.  ', 'Bring to a simmer, cover with a lid then place in the oven to braise for 2Â½ hours.  ', 'When cooked, remove from the oven and leave the shins to cool down in the stock.  ', 'When cool, remove the shins from the stock and pass the stock through a fine metal seive into a saucepan and skim off any fat.  ', 'Place the pan of liquid back onto the heat and cook over a medium heat until reduced to half the volume, then pass through a fine sieve again.  ', 'To reheat the shin, warm it through in a covering of shin stock. ', 'For the carrots, place all the ingredients into a saucepan with 200ml/7floz water and cook over a medium heat until the carrots are soft.', 'Turn the heat up and cook over a high heat until the liquid glazes the carrots.', 'For the cabbage, heat a frying pan until medium hot, add the butter and cabbage, cover and cook until just tender.', 'Stir in the caraway seeds, season and serve.', 'To serve, pile the cabbage onto the plate, place the carrot alongside and then finish with the beef shin and sauce.']",Main course,www.bbc.co.uk/food/recipes/shin_of_beef_with_ginger_70320
7639,Shirley Spears' marmalade pudding with Drambuie custard,Nick Nairn,less than 30 mins,over 2 hours,Serves 6,"['Nut-free', 'Vegetarian']","['butter', 'breadcrumbs', 'wholemeal flour', 'brown sugar', 'marmalade', 'eggs', 'bicarbonate of soda', 'vanilla pod', 'double cream', 'milk', 'egg yolks', 'caster sugar']","['125g/4Â½oz butter, plus extra for greasing', '150g/5oz fine brown breadcrumbs', '25g/1oz self-raising wholemeal flour', '125g/4Â½ oz soft light brown sugar', '175g/6oz good quality course cut marmalade, plus 5 tbsp extra', '3 large free-range eggs', '1 tsp bicarbonate of soda', '1 tbsp water, to mix', '1 vanilla pod', '300ml/10Â½fl oz double cream', '300ml/10Â½fl oz milk', '6 free-range egg yolks', '2-3 tbsp Drambuie', '50g/2oz caster sugar']","['For the pudding, grease a 1.7 litre/3 pint pudding basin with a tight-fitting lid.', 'Place the breadcrumbs, flour and sugar into a large mixing bowl.', 'Melt the butter with the marmalade in a pan over a low heat, but do not boil. ', 'Pour the butter and marmalade mixture into the bowl of dry ingredients and mix together thoroughly.', 'Place the eggs into a bowl and whisk until light, then stir into the marmalade mixture until well combined.', 'Dissolve the bicarbonate of soda in a tablespoon of cold water. Add to the pudding mixture and stir well. The mixture will increase in volume as it absorbs the bicarbonate of soda.  ', 'Transfer the mixture to the prepared pudding basin and leave to stand for five minutes.', 'Cover with a close fitting lid, or kitchen foil tightly secured with kitchen string.', 'Carefully place the pudding basin into a pan of boiling water - the water should reach halfway up the side of the pudding basin. Simmer the pudding for two hours. The water level may need to be topped up during the cooking period.', 'For the Drambuie custard, place the vanilla pod and seeds into a pan.', 'Add the cream and milk and slowly bring to the boil.', 'Place the egg yolks and caster sugar into a clean bowl and whisk until pale and creamy. ', 'Gradually pour the boiled cream and milk mixture into the eggs mixture, stirring all the time. Pour the custard back into the pan and add the Drambuie. Place over a very low heat and stir with a wooden spoon for 2-3 minutes, until it begins to thicken.', 'To serve, uncover the pudding and turn it out onto a serving dish.  Melt five tablespoons more of the marmalade in a pan, then drizzle over the pudding. Cut the pudding into wedges and serve with the Drambuie custard poured over.']",Desserts,www.bbc.co.uk/food/recipes/shirleyspearsmarmala_90607
